"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","closed"
"12884","7-reJdbO8IvuIZDfmXUhyA","Crowne Plaza Hotel Tampa East","10221 Princess Palm Ave","Tampa","FL",33610,27.9799738,-82.3309774,2.5,6,0,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels",NA
"12886","1f73tuoIn8zIv1BlKLcwqg","Publix","11667 Boyette Rd","Riverview","FL",33569,27.8521284,-82.304063,3.5,18,1,"Bakeries, Restaurants, Grocery, Food","NA"
"12888","Unntu3r2G_DU0RyAxmyuag","Versant Place Apartments","1010 Versant Dr","Brandon","FL",33511,27.922422,-82.3005641,2,11,1,"Home Services, Apartments, Real Estate","NA"
"12890","fyaP6uYORNSZ2hnVT2EgRA","Habana Supermarket","2901 W Hillsborough Ave","Tampa","FL",33614,27.9964359,-82.4888308,4.5,11,1,"Food, Specialty Food, Imported Food, Ethnic Food, Local Flavor, Restaurants, Grocery, Caribbean","NA"
"12894","bHkD4ME_w7Do9PlK4Y3eew","Spectrum","11725 W Hillsborough Ave, Ste 205","Tampa","FL",33635,28.015766,-82.615499,1.5,18,1,"Professional Services, Television Service Providers, Mobile Phones, Shopping, Internet Service Providers, Home Services","NA"
"12895","chKYcbxS6qh5PFXB4UiPFg","Blooming Nails & Spa","2056 Bloomingdale Ave","Valrico","FL",33596,27.8942166415,-82.2499098,3,39,1,"Nail Salons, Hair Removal, Waxing, Skin Care, Eyelash Service, Beauty & Spas","NA"
"12896","QBXgeiq4RIU9H0mjdHEwmg","Village Meats & Market","5537 S 78th St","Tampa","FL",33619,27.8979651,-82.3698954,3.5,11,1,"Grocery, Food","NA"
"12897","BGsiOEHNF8KpZ6ozlI8xmA","Winthrop Barn Theatre","11349 Bloomingdale Ave","Riverview","FL",33578,27.893063,-82.312585,3.5,7,1,"Venues & Event Spaces, Event Planning & Services","NA"
"12898","gtZG3jrFUhe5YtSe2tP1_w","3 AM Liquor","13904 W Hillsborough Ave","Tampa","FL",33635,28.03232,-82.646216,4.5,8,1,"Nightlife, Beer, Wine & Spirits, Food","NA"
"12899","VIbkyLBhZjYj1_FxhKT3Tg","University Diagnostic Institute","3301 Usf Alumni Dr","Tampa","FL",33612,28.0572096,-82.4212689,5,5,1,"Diagnostic Services, Radiologists, Health & Medical, Diagnostic Imaging, Doctors","NA"
"12902","XKkcxiQLKMfcQ1l0SfO8ag","The Cove Apartments","4003 S Westshore Blvd","Tampa","FL",33611,27.9060948366,-82.5287328695,1.5,22,1,"Home Services, Apartments, Real Estate","Monday"
"12905","3Ub46ms25zibYYVg2rraqg","Lunas Mexican Restaurant","5924 Providence Rd","Brandon","FL",33511,27.8943479,-82.3184843,2.5,43,0,"Mexican, Restaurants",NA
"12906","hY_gLXsHXPEsr7EcWsvo1A","Serenity Salon & Spa","10109 Montague St","Tampa","FL",33626,28.0437408,-82.596977,4.5,108,1,"Beauty & Spas, Day Spas, Nail Salons, Hair Salons","Monday"
"12908","_BVW1RVFyPELn6K_mhwIMQ","Moxie's Too Cafe & Deli","6202 Benjamin Rd, Ste 100","Tampa","FL",33634,28.0046698134,-82.5424599206,3.5,39,1,"Delis, Cafes, Restaurants, Sandwiches","NA"
"12909","VerSq_heimIgJ4GRxoLz_A","Greenberg Dental and Orthodontics","3942 Britton Plz","Tampa","FL",33611,27.906009,-82.504809,3,29,1,"Orthodontists, Cosmetic Dentists, Health & Medical, General Dentistry, Dentists","NA"
"12911","4oxRT53gVMco-lA8CheI-g","Massage Shoppe","937 S Howard Ave","Tampa","FL",33606,27.9339267,-82.4832441,3.5,6,0,"Massage, Massage Therapy, Beauty & Spas, Day Spas, Health & Medical","NA"
"12914","iEno6pv8TuaD11MW4X21kw","Care Massage","3825 Henderson Blvd, Ste 301","Tampa","FL",33629,27.9329056,-82.5074704,4,19,1,"Health & Medical, Hair Salons, Massage, Weight Loss Centers, Skin Care, Massage Therapy, Beauty & Spas","NA"
"12915","nEKqBKZiFWC_yDpDnRuVlg","Tampa Print Services","4410 W Hillsborough Ave, Ste A","Tampa","FL",33614,27.997367,-82.518323,4.5,12,1,"Printing Services, Local Services","Monday"
"12916","C6mygPqx-7rDQN6b6D3xkg","Priel Salon","105 S Cedar Ave","Tampa","FL",33606,27.9442133,-82.4650115,3.5,22,1,"Hair Stylists, Hair Extensions, Beauty & Spas, Waxing, Hair Salons, Hair Removal","Monday"
"12918","VhrLzGdITj0UTAu8YjkAKg","Punta Cana Restaurant","105 S US Hwy 301, Ste 126","Tampa","FL",33619,27.947581,-82.354387,4.5,10,1,"Restaurants, Dominican, Breakfast & Brunch, Caribbean, Cafes, Puerto Rican","NA"
"12919","jvKtB1KW8ew7n6yP0xhq0w","Urban Juice Co","510 N Franklin St","Tampa","FL",33602,27.948743,-82.458706,4,56,0,"Food, Juice Bars & Smoothies, Coffee & Tea","NA"
"12920","gS9cfJKoKsj8O8xHEAZ4Fw","Florida Red Line Shuttle","7746 Palm River Rd","Tampa","FL",33619,27.941185,-82.369656,2.5,11,1,"Transportation, Airport Shuttles, Limos, Public Transportation, Hotels & Travel","NA"
"12924","5Sp_J-NkqrzrbiZSigEipw","Sun Environmental of Southwest Florida","","Valrico","FL",33596,27.898413,-82.248735,5,5,1,"Landscaping, Home Services, Tree Services, Irrigation, Landscape Architects","NA"
"12925","FWDT9NySmoT-O5-D8gO_0Q","Easy Dentistry","6170 Gunn Hwy","Tampa","FL",33625,28.0636598753,-82.5511696779,4.5,5,0,"Dentists, Endodontists, Cosmetic Dentists, General Dentistry, Health & Medical","Monday"
"12926","tLpuLARppBOhMarid1IZwQ","Great Clips","11653 Boyette Rd","Riverview","FL",33569,27.8523465632,-82.3045669869,3,6,1,"Hair Salons, Hair Stylists, Beauty & Spas","NA"
"12928","x1ukXOcMHlzKmTmfNIjyLA","Asiatic Street Food & Noodle Bar","1600 E 8th Ave, Ste D101","Tampa","FL",33605,27.960632,-82.441623,4,323,1,"Restaurants, Noodles, Thai, Pan Asian, Asian Fusion","Monday"
"12931","PhhCTXGAyW-0PGmcQZjOoQ","WTR Pool & Grill","7700 W Courtney Campbell Cswy","Tampa","FL",33607,27.966807,-82.570228,3,104,1,"American (New), Nightlife, Breakfast & Brunch, Restaurants, Bars","NA"
"12932","nw0fU1NVGk_ibzDJkWg2Kg","William F Poe Garage","800 N Ashley Dr","Tampa","FL",33602,27.950352,-82.461494,1.5,10,1,"Parking, Automotive","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"12936","c8q86GvnArwmj4k4ulMknA","Northgate Auto Repair","9352 N Florida Ave","Tampa","FL",33612,28.035776,-82.459822,3,6,1,"Transmission Repair, Body Shops, Automotive, Auto Repair","NA"
"12937","7EqJePBl_QA2ZpS-PQqFCw","Camilleon Cookies & Salads","5337 Gunn Hwy","Tampa","FL",33624,28.0594953197,-82.534021932,5,8,0,"American (Traditional), Sandwiches, Food, Restaurants, Salad, Bakeries","NA"
"12938","SJrniw6tdPg-QsK61M_eOw","Beach Ready Salon","119 N Kings Ave","Brandon","FL",33510,27.939255,-82.2935133,4.5,17,1,"Day Spas, Beauty & Spas","NA"
"12939","uWaWTuMzRgJ0PKH7LRyaPA","Country Inn & Suites by Radisson","915 S Falkenburg Rd","Tampa","FL",33619,27.94069,-82.3379072,2.5,22,1,"Hotels & Travel, Event Planning & Services, Hotels","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"12940","RY3SwE3MjUCM_1c6zrNkNA","Hungry Harry's Famous Bar-B-Que","2006 S Parsons Ave","Seffner","FL",33584,27.9788551,-82.2855272,4,153,1,"Food, Restaurants, Desserts, Sandwiches, Salad, Barbeque","Monday"
"12941","S2azARnqJn0Bwl7G48n1Wg","Apollo Beach Animal Hospital","5998 N US Hwy 41","Apollo Beach","FL",33572,27.7632914,-82.3970072,4.5,17,1,"Veterinarians, Pets","NA"
"12943","OAJvfcLmDhaS2HHs9vxtqg","Dunkin'","4325 Hillsborough Plz","Tampa","FL",33614,27.9966045675,-82.5166210905,2,41,1,"Coffee & Tea, Food, Donuts","NA"
"12944","zorkfpoIlnU0FjDXEIivag","Premiere Hair Designs Llc","4605 N Armenia Ave","Tampa","FL",33603,27.9862325,-82.4843755,4.5,8,1,"Hair Salons, Beauty & Spas","NA"
"12946","F9ODmuFtgRL-UiRPf0kseA","New Tampa Family YMCA","16221 Compton Dr","Tampa","FL",33647,28.1061042,-82.3835797,3.5,18,1,"Gyms, Active Life, Local Services, Fitness & Instruction, Education, Swimming Lessons/Schools, Specialty Schools, Community Service/Non-Profit","NA"
"12947","YkNz-yiDQq1hyNXStNrFkA","Tarek's Cafe","13301 Bruce B Downs Blvd","Tampa","FL",33613,28.067839,-82.424708,4.5,14,0,"Breakfast & Brunch, Cafes, Delis, Restaurants, Sandwiches","NA"
"12951","iHx5vYwAyW4Zn_J69fEUpw","West Park Village","9902 Brompton Dr","Tampa","FL",33626,28.040699,-82.597676156,3.5,27,1,"Home Services, Apartments, Real Estate","NA"
"12954","dL3mH0b3fBxojZMN2IyFWg","Hamlin at Lake Brandon","1508 LaDora Dr","Brandon","FL",33511,27.910593,-82.323808,4,9,1,"Real Estate, Home Services, Apartments","NA"
"12957","fUXN1Q2pbShWWsNU7_pKbA","Camden Woods","5207 Belle Chase Cir","Tampa","FL",33634,27.992068,-82.5576169,4.5,8,0,"Home Services, Real Estate, Apartments","NA"
"12958","o51t29nSchPYQYOl7KsSBg","Take 5 Oil Change","3501 S Dale Mabry Hwy","Tampa","FL",33629,27.9112932,-82.5063485,4.5,25,1,"Oil Change Stations, Automotive","Monday"
"12959","W5gd3xNZD1-WJhhWA5h7fg","Southern Spices","1251 E Fowler Ave","Tampa","FL",33612,28.0534962,-82.4457666,3.5,13,0,"Indian, Restaurants","NA"
"12960","xlCK3twfkCk5BNM9HqzK4A","College Town at Tampa","2301 Abeerdeen Ct","Tampa","FL",33612,28.06369,-82.431869,3,13,1,"Real Estate, Apartments, Home Services","NA"
"12964","8cUt6ZMZMvasUB5rulSZmA","Bright Now! Dental & Orthodontics","14347 N Dale Mabry Hwy","Tampa","FL",33618,28.077648,-82.5060665,2.5,23,1,"General Dentistry, Health & Medical, Cosmetic Dentists, Dentists, Orthodontists","NA"
"12967","o5DMQMa45xWM3mZqTVmsuw","Yoshi Sushi","7895 Gunn Hwy","Tampa","FL",33626,28.080734,-82.577662,4,153,1,"Restaurants, Specialty Food, Food, Ethnic Food, Cafes, Sushi Bars, Mexican, Japanese","NA"
"12968","G2lV84jUbjni3w-nG3uNcg","Walmart Neighborhood Market","901 Lithia Pinecrest Rd","Brandon","FL",33511,27.9253777,-82.2701265,2.5,13,1,"Shopping, Grocery, Food, Fashion, Drugstores, Discount Store, Department Stores, Electronics","NA"
"12969","TXXR3im3cw5elCQT6EbASA","Bar Hwrd","302 South Howard Ave","Tampa","FL",33606,27.9416851,-82.4827196,3.5,32,1,"Venues & Event Spaces, Nightlife, Event Planning & Services, Bars, American (New), Restaurants",NA
"12973","ZrbR2PLU1Vya3lM0FAz9jg","Elite Strength & Conditioning","1301 N Rome Ave","Tampa","FL",33607,27.9544211,-82.4764435,4,7,1,"Active Life, Trainers, Fitness & Instruction, Gyms","NA"
"12975","ylk-aJdeXLOtR9vIDiEn9w","The Park at Lake Magdalene","13401 Park Lake Dr","Tampa","FL",33618,28.0712388,-82.4881356,1.5,11,1,"Home Services, Apartments, Real Estate","NA"
"12977","oOmEd0K-1rpGo5FmvijMgA","Starbucks","7968 Citrus Park Town Ctr Mall","Tampa","FL",33625,28.068825005,-82.576636,3,15,1,"Cafes, Coffee & Tea, Restaurants, Food","Monday"
"12978","BQdozsc8akK4rbbFQTtflg","Bob Evans","16314 N Dale Mabry Hwy","Tampa","FL",33618,28.1024314276,-82.5030333549,3,64,1,"Comfort Food, Hotels & Travel, Salad, Bed & Breakfast, Breakfast & Brunch, American (Traditional), Restaurants","Monday"
"12979","7I1eqPxiUixGw83aT3uRKA","Publix","8701 W Hillsborough Ave","Tampa","FL",33615,27.997853,-82.583812,3.5,37,1,"Grocery, Food","NA"
"12981","cotfJY2pZ5uVTYMRpeVNZg","YMCA Camp Cristina","9840 Balm Riverview Rd","Riverview","FL",33569,27.858074,-82.3164153,3.5,6,1,"Gyms, Fitness & Instruction, Active Life","NA"
"12982","BRgtpt0YR1mKZccNNY9fvg","Carrollwood Technologies","2714 w Waters Ave","Tampa","FL",33614,28.0249389,-82.4876175,4.5,6,1,"Electronics Repair, IT Services & Computer Repair, Shopping, Local Services, Electronics, Computers","NA"
"12985","_tR1dQhKXmowK-WLNzC0Rw","Miledy's Hair & Skin Salon","4202 W Waters Ave","Tampa","FL",33614,28.0249542,-82.5141775,3,7,1,"Hair Stylists, Hair Extensions, Beauty & Spas, Hair Salons, Nail Salons","NA"
"12986","SXP8xYXodaQVFIkQLk2XgQ","Belle Toi Salon","10913 Countryway Blvd","Tampa","FL",33626,28.059348,-82.6219176,4.5,12,1,"Beauty & Spas, Hair Salons, Hair Extensions, Hair Stylists, Men's Hair Salons","Monday"
"12987","FAqFtRj94IHvqe9XAPpRew","Aqua","7627 W Courtney Campbell Cswy","Tampa","FL",33607,27.968135,-82.565418,3.5,210,1,"Lounges, Steakhouses, Seafood, Bars, Live/Raw Food, American (New), Nightlife, Restaurants, Sushi Bars","NA"
"12993","RodExeMoiXIdu-TJ1udSAQ","AAA Garage Door Services","19124 2nd St NE","Lutz","FL",33549,28.1544366,-82.4597706,2.5,5,0,"Garage Door Services, Home Services",NA
"12994","74090GuFOMsOy7UoCMg1Tw","Goodyear Auto Service","13360 US 301","Riverview","FL",33578,27.7889740764,-82.3343675809,2,25,1,"Tires, Oil Change Stations, Auto Repair, Automotive","Monday"
"12996","syak2rUd9a2iK6BbPjt2NQ","L3 Limo","4920 Trenton St","Tampa","FL",33619,27.913081,-82.4026189,4.5,29,1,"Party Bus Rentals, Hotels & Travel, Party & Event Planning, Limos, Event Planning & Services, Airlines, Transportation","NA"
"12997","VoBW0CAcwy3FVAQn6AUNxA","Woody and Sons Moving","3902 Henderson Blvd","Tampa","FL",33629,27.8746982664,-82.7289129049,3.5,15,1,"Home Services, Movers, Local Services","NA"
"12998","dF7jymngJnonFa5r9RZSnw","Banh Mi Ba Nhan","3698 W Waters Ave","Tampa","FL",33614,28.0253349,-82.5037007,4,20,0,"Vietnamese, Restaurants","NA"
"12999","YJx313YT5ibnMvsqSNhdSw","Dunkin'","4012 N Armenia Ave","Tampa","FL",33607,27.974724,-82.485191,2.5,12,1,"Donuts, Food, Coffee & Tea","NA"
"13000","jeUcG99ZrOCWbbCExp7mMw","Releaf Day Spa","111 N Kings Ave","Brandon","FL",33510,27.93902,-82.2935377,4.5,5,0,"Day Spas, Beauty & Spas",NA
"13001","x_T0UDPkyQ2xrITqwBKg3Q","Tesla - Tampa","1907 N U S Hwy 301, Ste 170","Tampa","FL",33619,27.961443,-82.358619,3.5,8,0,"Car Dealers, Automotive","NA"
"13002","KXEqJ9S1xDY5v_6sJtrbQg","Earth Angel Gifts","4222 N Florida Ave, Ste B","Tampa","FL",33603,27.983909824,-82.4595262773,4.5,22,1,"Bookstores, Books, Mags, Music & Video, Shopping, Gift Shops, Psychic Mediums, Psychics, Active Life, Supernatural Readings, Fitness & Instruction, Jewelry, Used Bookstore, Arts & Entertainment, Meditation Centers, Spiritual Shop, Flowers & Gifts","NA"
"13004","FHu-ASHl7c1m5XmanIOWbA","RH Tampa | The Gallery at International Plaza","2223 N Westshore Blvd, Ste B221","Tampa","FL",33607,27.9653189,-82.5212442,3,18,1,"Home Decor, Kitchen & Bath, Home & Garden, Furniture Stores, Rugs, Shopping","NA"
"13006","waEIpQCLP6QQqnNYhtUj-A","Texaco Xpress Lube","2502 W Kennedy Blvd","Tampa","FL",33609,27.9445688,-82.4852644,2.5,8,0,"Automotive, Oil Change Stations",NA
"13009","gomlKL3wQVzhHfz6DoAa3A","Dunkin'","3203 E. Busch Blvd","Tampa","FL",33612,28.0322979,-82.4243837,1.5,23,1,"Coffee & Tea, Food, Donuts","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday"
"13010","Zf_LzAe00MhewGtY_dPb_Q","Alez Caribbean Restaurant","1428 E Fletcher Ave","Tampa","FL",33612,28.0688577362,-82.4436864629,2.5,8,1,"Imported Food, Restaurants, Ethnic Food, Caribbean, Specialty Food, Event Planning & Services, Food, Caterers","NA"
"13016","dkesVNz3hO7okVrgqP4iGA","Alexander's Alterations & Tailoring","5111 Ehrlich Rd, Ste 124","Tampa","FL",33624,28.0850787496,-82.5346710117,4,9,1,"Sewing & Alterations, Local Services","NA"
"13018","-yIdEValIiAoJz-89ipwpA","Linkster's Tap Room","13155 US 301","Riverview","FL",33578,27.7936557,-82.335751,3.5,17,1,"Sports Bars, Bars, Irish Pub, Dive Bars, Pubs, Nightlife","NA"
"13019","MI7cUsPiQGYQRuQmn3MbtA","Boca - Tampa","901 W Platt St","Tampa","FL",33606,27.9418973,-82.4688025,4,952,0,"Live/Raw Food, American (New), Breakfast & Brunch, Restaurants, Nightlife, American (Traditional), Bars","Monday"
"13020","mpf51URhzEQQjc186BKUcA","La Tropicana Cafe","1822 E 7th Ave","Tampa","FL",33605,27.960413,-82.438222,2.5,114,0,"Restaurants, Cuban, Cafes, Breakfast & Brunch","NA"
"13022","vDge52mA5EUIL3UrohyIRw","Tree Dog Roots","512 E Emily St","Tampa","FL",33603,27.9758241,-82.4541828,4,11,1,"Caterers, Event Planning & Services, Local Flavor, Food, Food Trucks","NA"
"13026","iNvTqdn0eadcfTUaTlZqWw","Cortland Bayport","10510 Parker's Landing Dr","Tampa","FL",33615,28.0056449,-82.6019857,1.5,19,1,"Home Services, Apartments, Real Estate","NA"
"13028","cvK0OlVuTT5FuoYOaI3t5A","Wasa Asian Cuisine Restaurant","508 N Franklin St","Tampa","FL",33602,27.9486918,-82.4586675,3,15,0,"Fast Food, Restaurants, Thai, Chinese, Japanese, Asian Fusion","NA"
"13030","CM8Aks49DmbweTrVxv6uAQ","Sweet Southern Heat BBQ","18404 Indiana Ave","Odessa","FL",33556,28.144197,-82.64755,5,10,1,"Barbeque, Event Planning & Services, Restaurants, Food, Caterers, Food Trucks","NA"
"13031","quDnwsZCafyusw6G4dhEdQ","Chismis & co","1910 N Ola Ave","Tampa","FL",33602,27.9611064,-82.4640636,4.5,20,0,"Restaurants, Filipino","NA"
"13033","llscutPmO-mUdNce1CJmDw","Wendy's","4314 Gandy Blvd","Tampa","FL",33611,27.893421,-82.517915,2,35,1,"Burgers, Fast Food, Restaurants","NA"
"13035","1vpoEtiwQq51BI21RtKiHA","Gilligan's","202 N Morgan St","Tampa","FL",33602,27.947294,-82.4549951,2.5,18,0,"Beer, Wine & Spirits, Restaurants, Food, American (New)","NA"
"13036","8Uj-1eb7_2zBO6BYqvj0Eg","Speed Wash and Lube","20306 Trout Creek Dr","Tampa","FL",33647,28.1637623,-82.3542655,2.5,13,0,"Automotive, Car Wash","NA"
"13046","LzFG7Altfy8O0tPFBqlcKw","Elote Stand","13410 Grand Prix Way","Tampa","FL",33612,28.068377551,-82.4430782333,4.5,7,1,"Food, Fruits & Veggies, Food Stands, Mexican, Specialty Food, Food Trucks, Restaurants",NA
"13050","W29widRa5i4ivwU6PArkTQ","Mattress Firm Clearance Center Riverview","10427 Gibsonton Dr","Riverview","FL",33578,27.8549645113,-82.3296828568,3,6,1,"Furniture Stores, Shopping, Home & Garden, Mattresses","NA"
"13055","poY-dQRRmVP8yap-U_Bmzg","International Granite and Stone","1842 Gunn Hwy","Odessa","FL",33556,28.18538,-82.59131,3,5,0,"Home Services, Countertop Installation",NA
"13058","ZNcBnKuNPhvnWFmTblTS7w","Steven D Gitome, MD - Citrus Park Gyn","6516 Gunn Hwy","Tampa","FL",33625,28.0648707,-82.5587354,4,7,1,"Obstetricians & Gynecologists, Health & Medical, Lawyers, Doctors, Professional Services, Medical Centers, General Litigation, Osteopathic Physicians","Saturday, Sunday"
"13060","NlSfSvpZSILy0FDrER-vXg","Laser Affair","15243 Amberly Dr, Ste 10","Tampa","FL",33647,28.0912524,-82.4068014,5,17,1,"Hair Removal, Laser Hair Removal, Beauty & Spas, Waxing",NA
"13062","CieGGyhJusiQ8uGjmDZq7Q","Essential ChiroCare","3715 West Azeele St","Tampa","FL",33609,27.9414317,-82.5050349,4.5,13,1,"Physical Therapy, Active Life, Health & Medical, Professional Services, Massage Therapy, Fitness & Instruction, Chiropractors, Yoga","NA"
"13064","5wGADsAswlIYb1dl0fnfeQ","Floridan Lounge","905 N Florida Ave","Tampa","FL",33602,27.952083,-82.458418,4.5,15,1,"Mediterranean, Nightlife, Bars, Lounges, Restaurants","NA"
"13065","2U6Pe6rpw7YBjNLMWrzboA","China Chef","12468 State Rd 54","Odessa","FL",33556,28.1893116701,-82.6089196738,3.5,15,1,"Restaurants, Chinese","NA"
"13067","2aiH-2U0ezVSl9WZjkosXQ","L.A. Gallery Hair & Make-Up Studio","2412 S MacDill Ave","Tampa","FL",33629,27.9233094,-82.4933998,4.5,19,1,"Makeup Artists, Hair Salons, Beauty & Spas","NA"
"13068","NPwCGJIzNNAONjdJ35zqTA","Tonys Cafe","10106 Mcmullen Rd","Riverview","FL",33569,27.8529274,-82.3016668,5,5,0,"Restaurants, Breakfast & Brunch, Cuban","NA"
"13070","TSmanBAND8PiKVczM0I16A","Created Image Barbershop","6044 N US HW 41","Apollo Beach","FL",33572,27.7646601,-82.39564,5,7,1,"Beauty & Spas, Barbers","NA"
"13073","RW3s-cURbbOfOHukXjdKNg","Express Care of Tampa Bay","6015 Rex Hall Ln","Apollo Beach","FL",33572,27.7639824,-82.3962229,2.5,23,1,"Urgent Care, Doctors, Weight Loss Centers, Health & Medical, Family Practice","NA"
"13075","z_qBYOW1tfPmSCUr9ODYBw","Acupuncture & Natural Therapies","3409 W Fletcher Ave","Tampa","FL",33618,28.0665386,-82.4990266,4,5,1,"Qi Gong, Acupuncture, Active Life, Fitness & Instruction, Tai Chi, Health & Medical","NA"
"13077","flJDOPNWM-lM7Wbs0gANBw","Baxter's","1519 S Dale Mabry Hwy","Tampa","FL",33629,27.9295048,-82.5061213,3.5,7,0,"Lawyers, Bars, Professional Services, Nightlife, Gay Bars","NA"
"13079","Aw0UJ3l1tAN0UlNDjODf2Q","Allure Nails & Spa","3410 S Dale Mabry Hwy","Tampa","FL",33629,27.9124337,-82.5057928,4.5,91,1,"Waxing, Beauty & Spas, Hair Removal, Nail Salons","Monday"
"13083","IsfEWr_DcJ96BZpgX9Pt2Q","The Woman's Group","2716 W Virginia Ave","Tampa","FL",33607,27.979216,-82.488117,2,50,1,"Obstetricians & Gynecologists, Doctors, Health & Medical",NA
"13086","j7ncqwcEZiJAACnMrUlrLg","Katana Japanese Express","10839 Bloomingdale Ave","Riverview","FL",33578,27.89204,-82.3205551,4.5,22,1,"Teppanyaki, Salad, Japanese, Restaurants, Sushi Bars","Monday"
"13089","QCBbyIAjkSJTPWQcvkhDFw","The Village Shops","431 19th Ave NE","Ruskin","FL",33570,27.7335883649,-82.4255627047,3.5,5,0,"Antiques, Flea Markets, Shopping, Used, Vintage & Consignment, Fashion",NA
"13090","Q2FzSA7al9D7IIqTGoa87Q","3rd Thursday Food Truck Festival","1208 E Kennedy Blvd","Tampa","FL",33602,27.950703844,-82.4472338912,4.5,5,1,"Food, Food Trucks, Arts & Entertainment, Festivals","NA"
"13093","CfA2DHc5aaBwgqq4fb3arA","Couture Designer Resale Boutique","10117 Montague St","Tampa","FL",33626,28.043897,-82.5968663,4,18,1,"Used, Vintage & Consignment, Shopping, Women's Clothing, Accessories, Fashion, Jewelry","Monday"
"13094","MVGbGunIzGMpubzcTC30Jw","Grout Busters - Tile & Grout Cleaning","108 S Matanzas Ave","Tampa","FL",33612,27.9437634,-82.4950933,5,5,1,"Home Cleaning, Grout Services, Home Services, Contractors, Tiling","NA"
"13099","YMykOT39mY2aYf16ErWzvw","The Color Chic Multicultural Hair Care","11406 N Dale Mabry","Tampa","FL",33618,28.052133,-82.504772,2.5,5,1,"Health Coach, Hair Removal, Hair Stylists, Health & Medical, Waxing, Blow Dry/Out Services, Hair Salons, Skin Care, Beauty & Spas, Hair Extensions","Monday"
"13102","46TLE5DcFph8v9sDooXaBQ","Fit Method 4:13","233 E Davis Blvd","Tampa","FL",33606,27.9266717,-82.4530719,5,7,1,"Interval Training Gyms, Active Life, Gyms, Fitness & Instruction, Life Coach, Trainers, Professional Services","NA"
"13103","rAzgjfZXOHgxjiE4IulBiQ","Bank of America Financial Center","3439 W Hillsborough Ave","Tampa","FL",33614,27.996479373,-82.500372,1,9,1,"Real Estate, Financial Services, Banks & Credit Unions, Home Services, Mortgage Brokers","Monday"
"13105","OFtp6b6pJTaQY25iWZp-Ww","Smile Bright Dental","8370 W Hillsborough Ave, Ste 101","Tampa","FL",33615,27.9963967,-82.5781089,1.5,18,1,"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists, Endodontists","NA"
"13107","XJF8MAvqpLujkpAxagcnvQ","Sally Beauty Supply","4471 W Gandy Blvd","Tampa","FL",33611,27.895013,-82.520756,1.5,15,1,"Shopping, Cosmetics & Beauty Supply, Beauty & Spas",NA
"13116","3esrPjBnk3bPu8DT7Y0mhQ","D.P. Dough","500 S Howard Ave","Tampa","FL",33606,27.9395733,-82.4826726,3.5,48,0,"Pizza, Chicken Wings, Food Delivery Services, Restaurants, Food","NA"
"13118","k79ygmdDxEDXtLlR_rPrmQ","Bella's Italian Café","1413 S Howard Ave, Ste 100","Tampa","FL",33606,27.9283641,-82.4839323,4,570,1,"Restaurants, Italian","NA"
"13119","lGU3dVmbl0wBgSYLo6-B5w","A-1 Window Tint","4802 E Busch Blvd","Tampa","FL",33617,28.032941,-82.4079126,2,7,1,"Car Stereo Installation, Auto Customization, Home Window Tinting, Home Services, Automotive, Auto Glass Services, Auto Detailing, Car Wash","NA"
"13121","Kl6_PAslE9DYEatuJUSr8w","Walter S Sanders & Associates","16528 N Dale Mabry Hwy","Tampa","FL",33618,28.108381,-82.504751,5,9,1,"Professional Services, Financial Advising, Financial Services, Tax Services, Accountants","NA"
"13125","1neYhI1xjbf6KZX6-HS1fw","Niko's Greek Grill","105 E Shell Point Rd","Ruskin","FL",33570,27.7203934,-82.4322167,4,26,0,"Greek, Restaurants, Mediterranean, Seafood","NA"
"13126","-Qt0Xdu3O9PxQDw4toiViA","Bayshore Plumbing","4302 10th Ave, unit  103","Tampa","FL",33605,27.9640967988,-82.4096460411,3.5,15,1,"Home Services, Water Heater Installation/Repair, Plumbing","NA"
"13127","4SOpTaY7TTA3d1-bof9GFg","Bentley Salon","3228 W Kennedy Blvd","Tampa","FL",33609,27.944739,-82.496637,5,40,1,"Hair Removal, Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Hair Salons, Waxing, Eyebrow Services","Monday"
"13130","xtCQcYr-Y1NHAsePtgEgbQ","Firestone Complete Auto Care","8706 Citrus Park Dr","Tampa","FL",33625,28.06477,-82.58219,2,17,1,"Auto Parts & Supplies, Automotive, Auto Repair, Oil Change Stations, Tires","Monday"
"13131","QUdNHq5TCSSvAOc5TMCa2A","Firestone Complete Auto Care","900 E Kennedy Blvd","Tampa","FL",33602,27.949436,-82.452853,3.5,31,1,"Auto Repair, Oil Change Stations, Auto Parts & Supplies, Automotive, Tires","Monday"
"13132","9xOTSOxFBDO_is6VaL8UoA","Publix Super Market-  Seffner","11782 E Dr Martin Luther King Jr Blvd","Seffner","FL",33584,27.982788,-82.2989406,3,16,1,"Restaurants, Food, Bakeries, Grocery","NA"
