"text","sentiment"
"Food horrible . Price ridiculous and I spend more on dining out  then any other expense! Posted my horrible experience on Instagram and the responses I'm getting make me wonder how this place is still open . Ervybody feel the same way . WACK!!",-0.8854
"For this place to be called a Mexican restaurant is beyond me. We walked in about 730 on a Saturday night and it was really empty. We sat and had chips and salsa brought to the table which were not the best. We had ordered a few drinks sangria and a margarita with our food. She had ordered the shrimp and steak fajita combo. Very plain and no seasoning at all. I had fish tacos which were so bland it had some seasoning on it but couldn't taste anything. Also had beans and the Mexican rice. The rice was hard and crunchy and the beans were out of a can. This is my review after hearing the table complain about the food they had. Please I have learned from experience now and will do my research from now on.",-0.6556
"Whoever owns, manages this franchise has no business doing either. EVERY SINGLE TIME I go here there is a problem. Everything from point of sale/internet not working, lack of utensils, running out of chicken and steak, taking online orders because they lack staff, and just overall not giving a fuck from the staff. Nothing is going to change until ownership/management change.",-0.0418
"I have ordered nacho supremes THREE times on separate occasions and all three times they have been missing from my order. The first two times I let it slide but this is absolutely ridiculous. There's no reason for not being able to read the screen and put everything in a bag. Pretty simple actually. Don't even bother with this place.",-0.1608
"If I could give zero stars I would. This was the most horrible experience at any restaurant I have ever had. While in the drive thru attempting to order, they couldn't get the order even close to correct according to the screen. When I told the young man it was wrong, a woman came over the speaker just over-talking me, not allowing me to speak at all. I told her never mind, that I would pull up to the window but they wouldn't even acknowledge me through the window. I parked, going in for a corporate or store number, and not one employee even looked or spoke to me. Horrible experience and will never go back. Every staff member needs to be fired from that location and corporate should just start over.",-0.928
"Food was awful. Tasted like microwaved meat! Also customer service was was non existent",-0.2003
"My husband and I love Chipotle, but this location has been disappointing the last couple of visits. Employees with masks off - singing as they prep food. Employees using same gloves at register to make the food. I even saw a girl return from break (did not wash her hands) and she jumped on the line to restock items.",-0.4019
"I was just there and I ordered four bowls they're very busy so I understand but when we got back to work two of the bowls were messed up because they are moving too quickly for me to tell them what goes on each bowl and they were two people trying to ask me questions at once and I was unable to answer therefore two of the bulls were wrong and then we called and told him that the two bowls are wrong and now I am having to go to another chipotle to get the correct order because they wouldn't remake the food or give me a refund I am very frustrated and upset this really sucks it's miscommunication but regardless you should do everything in your power to fix it.",-0.9774
"So yet another complete disaster. Wife goes through drive thru to order some food. She gets home and the order is incorrect.  There is no receipt in the bag so she calls the Taco Bell and gets pushback that they don't give receipts because of Covid and that the manager made the order correctly.  Manager ask for the total paid to ""look for the receipt"".  Obviously you're not going to remember that off the bat. 

So I decide to drive down there to resolve the issue. By then we had identified the amount since it was paid via card.  I get down here and ask to speak to a manager.  They immediately knew I was connected to my wife from the earlier call as I could hear them make some comments in the back.  The manager immediately says,""I made the order right.""  I tell her to stop because all I'm asking for is the receipt. Since that's the ONLY way to tell if the order was correct or not.  I give her the amount, she does a cursory look and days oh its not in the system since its been too long.  That's BS since they report all transactions to corporate.  She says she isn't going to replace anything or do anything else and walks away from.me.  I ask her for the corporate number and she just says it nonchalantly as she walks away. 

I call corporate and while I'm on hold other customers come in.  Realize one employee IS NOT wearing a mask so obe customer just walked out because of it.  When I get corporate on the line and. I call out to the employees for interaction and they ignored me...all while corporate could hear the interaction.  Finally the two at drive thru have a side whisper and one walks over to me so I ask for the managers name. He tells me out loud while corporate is on the line that he could not give it to me.

At this point, I'll have to wait for the GM to explain why I was treated poorly and how so many corporate rules were broken and whatbthey are going to do to fix the issue. I would NOT recommend this Taco Bell to anyone and would give ZERO stars if I could.",-0.9024
"I never right reviews about places and I love chipotle but this is by far the worst one I have ever been to never coming here again.",-0.6187
"This was absolutely the worst taco bell ever.  My wife and I got the chalupa box and the taco had nothing inside, enough to fill thimble. The burrito was all dough and a tablespoon full of nasty old beans and cheese and the chalupa shell was not fried, it was soft as a slice of bread. Horrible, this experience has truly deterred me from ever Eating crappy dumpster food from Taco Bell ever again!!!!! By the way, if I could ,my post would be no stars.",-0.9527
"Placed online order.  Not ready when I arrived.  After waiting almost 30 minutes and store actually closing (while I was still inside waiting) I was told they ran out of food...?!?!?!?!? Couldn't issue a refund because, per the cashier, he couldn't ""give a refund in person.""....?!?!??!?!? Told GM, Steven Holland could.  Left contact info, no call from GM.  Called today for status of refund, was told GM was out.  Gave my contact again, and still NO response.  Guess chargeback will be next step.",-0.8545
"Worst establishment I've ever been too for a chipotle franchise. Employees are either on drugs don't pay attention when serving you or short staffed. I almost thought I was at McDonald's the service is terrible. Everyone must have skipped customer service training. This store is the closest one near my house and every time I go in they tell me they're only accepting online orders. The manager can never give me a straight answer on why this is. I even told him I'd pay more to make my food. They said sorry and turned me away this has happened 5 times in 1 month. To tell you the truth they all should get fired so they're eligible for unemployment bc no one is working anyways. Now I drive out of my way to another chipotle bc I'm ready to burn that one to the ground.",-0.8712
"Horrible customer service !!! 
it'll only get 0-1 star because of their customer service skill is zero to worse + staff didn't wear gloves + mask with nose poke out + no social distances apply in rule.
I walk in at 8pm decide to buy 1 entree take out ended walk out the door at 8:50pm. 
Host direct me to the bar area, their is 2 bartenders and 1 server with 4 tables of customer, I stood there by the bar about 10 minutes until first server notice I exist, handed me a menu then never return to myself but going to her service table the whole time avoiding taking my order, another bartender going to the high boy and bar back and forward passing me also ignoring my existence for another 10 minutes, I finally spoke up ""Do I have make a reservation to speak to specific person to place a to go order?"" Then the bartender replied "" oh you haven't order yet? I'm sorry, what would you like to order? I though you just waiting for pickup"" Really? I stood here in front of your bar holding a paper menu that didn't tell you enough I need to place an order? 
I place the order, didn't speak to anyone or respond anything to her, wait about another 15 minutes to get my 1 entree meal. 
Ohh, I didn't mention, during the entire time from standing at the bar until I get my food out the bar I saw that 4 original tables turnover once. ""Turnover mean - customer sat down on table, order, ate, paid, left another new customer sit on the same table again"" you can imagine how long I really stood there for 1 entree meal take out. 
Frankly, I will never recommend anyone go inside to place take out order, you'll be humiliated, and I'll never dine in there myself, I'll probably order delivery of their food (in an hour advance) since the food is really not bad at all, just the service sucks.",-0.9092
"The cashier begin to yell at me about putting on my mask as she was wearing her mask incorrectly.
Extremely unprofessional and gave me no time to get my mask on before continuing to be rude.
I will never spend a dollar at this chipotle again.
Lost a customer for good due to rude disrespectful staff. 
Avoid this chipotle at all cost!",-0.9133
"Recently, I had a bad experience at City Dog Cantina. I ordered take out for me and a friend. My friend went to pick up the order. The order ended up being wrong when he picked it up (which in and of itself is not a huge criticism, as mistakes happen). However, the staff person was very rude to me about the mix up. I received a phone call from a staff member, I think her name was Stacy, and she told me that I gave her the wrong order, ordering what the kitchen prepared. I was surprised by this remark, and I informed her that somehow there was a miscommunication and what was prepared was not what I ordered. She told me that my order would take at least a another 15 minutes, which i said was okay with me, and the she abruptly hung up the phone on me. Overall, very poor customer service.",-0.7537
"If I could give this place negative stars that would still be too high. Worst customer service and incompetent staff. They got my order incorrect and instead of making the replacement items they just continued to make additional orders for the next 25 minutes while the items which were correct just sit there getting cold. I asked the staff multiple times what is going on and they ignored me on multiple occasions and when they did respond they said it's coming next. There was another lady who ordered after I did equally as frustrated. I was finally able to complain enough to get a refund. In addition the entire staff in back making the food had masks all down to their chin. This is has to be a health violation with covid rising. They were all talking to each with masks not covering their noses or mouths. This was a horrible experience. I would never recommend anyone go to this location. I would like a response from senior management and some action taken.",-0.9761
"Save your money. Head to Taco Bell the food will be better. To start the chips are stale.  I had a combo 14 which translates to poor quality hamburger wrapped in different types of bread. No seasoning, no lettuce or anything. Also the salsa taste like the cheep stuff you buy at Publix, no offense Publix.  

Simply the worse Mexican food in town. Oh and don't look down at the carpet. Looks like that has been there since the 90's",-0.4019
"Poor customer service - don't order online via GrubHub option on Yelp. Tonight I placed the below order and they claimed they didn't receive it while shutting up 15 minutes earlier before their close time. Businesses need to be considerate and update hours as we drove from Brandon to the truck closing much earlier than 10pm and denying that my order was received or confirmed. They probably turned off computer early and missed my order really. Don't recommend. Hopefully, they refund my payment.",-0.8276
"Ordered Vallartas for the first time in years last weekend. As a family, we would go at least a few times a month, until a gigantic roach crawled across my arm in the restaurant on a Sunday afternoon. 

AWFULWorst UBER Eats experience EVER....Soggy tacos were gross & EMBARRASSING to say the least. I'll steer clear from here...",-0.5904
"I'm leaving 1 star because I can't leave negative stars. The issue is the owner (John Oraha) the place is under staffed so this does fall on the 2 bartenders that were working this ""Friday"" night. The Courtyard was packed and they were trying to service everyone. My food came out cold so I tried getting the owners attention so he help out and maybe go nuke my macaroni bowl.  I got his attention and he acknowledged me with his finger as if to say ""hold on a sec"" after 30 seconds he turns and goes inside. My friend grabbed my bowl and went into get his attention, taps his shoulder to explain the bowl was Cold. His response se is. ""First of all don't touch me like that and number 2 that's why I have bartenders and servers ... He was incredibly rude, told us to f*CK off and wanted to fight us for telling him his customer service and the way he treats his customers is horrible. He made the biggest scene and had no qualms about it. NEVER GO HERE! He is also a partner/owner of Cena. What an embarrassment to the area.",-0.7408
"Worst Taco Bell! They slip together the food, they throw it in bag so it spills out everything and everywhere, they food is lacking ingredients for the price! Terrible service!",-0.8433
"This place is gross, it took over an hour get our food, terrible service, the food, was the worst yakisoba I've ever had, the meat was chewy and the noodles tasted like pure oil... The tempura was also pure oil and it was more like a Milanese than a tempura! Worst Japanese place I've ever been to. Not worth going to it...",-0.9073
"Worst Chipotle! Plan on waiting for a long time at this chipotle. Everyone likes to stand around and pretend they're busy doing other stuff and not help the people on the line. The chicken is always burnt and you're lucky if the Guacamole is fresh. They are in desperate need of proper management!!!",-0.5149
"Rude and slow (they were not full, only 3 tables had customers). All empty tables were full of dirty dishes. Our table was cleaned 45 minutes after we sat. The waitress never greeted us; rolled her eyes and turned away when asked questions and took our drinks order more than 1 hour later.  Food took a long time to arrive; incomplete, no chips and salsa, no silverware, no napkins. Repeated excuses: "" I'm waiting for silverware to be washed"", "" I'm waiting for chips to be made"" (that's after 90 minutes to 2 hours of wait). If they had kitchen or staff issues none of the staff made it easier to deal with. We were at the restaurant more than three hours.
Food and music were good.",-0.8133
"chicken fajitas: no seasoning on chicken and only a few vegetables. chef was probably white. Guac was ok. Server ugly",-0.5106
"BEWARE RIP OFF! Was told upon entering that this was authentic Mexican food. Hahahhaahaja l'm from San Diego so don't piss in the wind and tell me it's raining. The steak tocos we ordered were so tiny with nothing to speak of in them. The very worst part was the bill $23 for TWO! Tocos chips and salsa were extra too! Oh yeah we had a single coke. NEVER AGAIN!",-0.4262
"Save yourself the time and anguish and don't go here. I work near here and decided to go there after work. I got the all you can eat fajitas. It was a pretty big portion so I did not finish all of them. I asked for a box and the waitress said that  I can't take the remainder of them home. I explained that I just wanted to take the ones I started eating. She treated me like I was stealing and was very rude. She literally threw my food in the trash just so I could not take it home. What a waste! The service in general was horrible as well and I had to look for her to get my drink order. There are a plethora of Mexican restaurants in the area that you can get better food and better service. I would never go there again.",-0.3989
"Very disappointing!!! I ordered 2 ""ground beef"" tacos, and the quality of the ground beef was worse than Taco Bell. The tacos had no flavor. I didn't even bother eating the second taco, I could barely finish the first one. I also ordered the loaded tacos and they did not come loaded so that was a waste of money. The guac and Queso were subpar at best. Definitely will not be returning.",-0.5854
"Customers of various Tijuana Flats locations for 13 years.  We went to this location over Labor Day weekend.  While the staff was pleasant and attentive this place has serious problems in the kitchen.  Both my granddaughter and I ordered Chicken Quesadillas (the only food we had in common that day).  We both became very sick after eating our meals.  I have filed a complaint with the State of Florida DHR and sent a letter to Brad Kaemmer, CEO of Tijuana Flats, hopefully the issues will get resolved soon so they don't get other customers sick.  If they can't get food safety right they have major issues.  We will no longer be visiting any restaurants in this chain.",-0.8488
"Expensive cheap food...get it? The seating outside kinda sucked and there wasn't any guard rail to keep people passing by from bumping into you and this homeless man who was very drunk came over and wouldn't leave us alone, we would have left but we had already ordered our food, which took 30 minutes to receive and 20 minutes to order. The sangria was pretty expensive for the size and wasn't that great. Ybor has many other better places to offer, I recommend you skip this place. The 1 star goes to the manager on duty, she comped our bill because we had SO MANY problems and we weren't even the ones to bring up the problems, she just kept coming over and apologizing because she could tell that her server forget about us, etc. She also kept telling us they were under new management and that they would be getting better soon but I don't see it happening.",-0.6452
"This place is gross . I order it from uber eats the fish taco is so gross I end up throwing it out and no salsa w chips when order salsa . What's up with that . Chips were old tasting just gross I end up throwing The Who meal out . Gross food and waste of money .",-0.9468
"This Chipotle is a complete disaster. Missing menu items, poor hygiene of employees, dining area a complete mess! Probably not up to the standards of their franchise agreement! STAY AWAY!!!",-0.871
"The first time (a month ago)ordered some carne asada fries which they call it it cali taco. The meat was tough and didn't have the good marinate. I also asked for hot salsa but didn't get one with my order.  The fries were not done enough to where it was edible wasted about money on that. Today I had another mexican food craving so I wanted go give it another chance. I went there this time and ordered 3 tacos and nachos no meat. I said how could you go wrong with these two. Easiest ones to make right? This place was able to screw this one too. I doubt that they understand the key cali/mexican inspired food is flavor. The pico de gallo had no taste. It was basically just cut up tomatoes cilantro and onion, dollop of sour cream and redried beans. Well just in case the first incident happens again i asked for hot salsa. When i got to open it, it was buffalo sauce. Why in the world would you give me buffalo sauce when i asked for hot salsa. I ended up using all of the buffalo sauce as the food didnt have any taste to it. I tried that but it didnt end well. Ended up throwing it away. The 3 rolled tacos were not rolled so the chicken filling must have escaped when they deep fried it. So basically i ordered a bunch of fried corn tortilla. The topping was ok, guacamole with cheese, i ended eating this one. I was already super hungry.  I wouldnt be going here. Kudos to some of you who gave them good ratings.",-0.0214
"I pass by this place all the time so I decided to stop by and have dinner. The food was cold and awful. The cheese on my kids nachos was soggy and cold. Even the ingredients were bland. A waitress even apologized after she saw what our food looked like. Stay away.",-0.1689
"I would give this place a no star if that was possible.  I stood for at least 5 mins waiting to be served, and there was (I kid you not) at least 10 employees standing around the kitchen area, talking, gossiping and basically ignoring me.  The place had maybe 3 other customers, so I know they weren't busy.  This wasn't a pleasant Chipotle experience, I had to repeat everything in my order at least twice, because nobody was paying attention and I am pretty sure I won't be returning to that place again.  There is one closer to work that I haven't had an issue with.",-0.5722
"Poor service.  I've been in line for 25 minutes.  At the start, 34 people were in front of me.  Only 3 people sitting eating.  They are eating faster than they are being served.",-0.4767
"How are they always out of stuff????? I come here on a slow weekday and there's no lettuce. Then there's no cheese. Then there's no soda. Come on give me a break. I come at least once a week and I have never been able to order everything I want. They also don't lower the price or discount if there's major ingredients missing. 

One time they had no dressing for the salad. The best part is they wait till you are midway into your order to tell you they don't have it.",-0.5532
"This place is simply  horrible.   I  sat at my table  10 minutes before  the kid offered me a bottle of water.    He offered me their  Margarita  special,  which was some water down tequila.  Oh btw the he failed  to  mention  no salt until  after he brought  the drinks.  After 30 minutes  of  waiting  i cancelled my order. 

Don't  waste  your  time here, surely you will be dissatisfied!",-0.7149
"Total fail for dinner.

...unbelievably bad experience tonight. Ordered online for pickup and arrived before the stated pickup time, only to wait 30 more minutes for the food to be prepared. 

There were two occupied tables in the restaurant during this time...one other person came in while i waited.

Arriving home less than a mile away, the order was wrong on almost all accounts (items missing), and cold to boot. The tortillas on the chimichanga were barely cooked (aren't they supposed to be crispy?), the pork and chicken tasted old, and the queso was inedible. 

When called about these issues the staff was argumentative, finally begrudgingly agreeing to replace the meal if I drove back. Having wasted over an hour at this point, and honestly not expecting much better, this was not really an option. Good riddance

This place has really gone downhill. It has gone from a 5 star to a 1 in my book.",-0.8291
"This place is horrible. 6 people in front of us and waited 20 minutes to get a burrito bowl and quesadilla. Not sure why they felt the need to train someone on the line at 12pm during the lunch hour. This is my 2nd try at coming here. The 1st time we came here we had the same terrible experience. A large staff of people behind the counter and no one seems to know what's going on. Don't waste your time when you can go right down the road to Moe's!",-0.8281
"I have been a patron for over a decade, but this evening was quite unfortunate. We had a ""to go"" order that was wrong. We called to ask to have it remade and Stephanie on the phone was very sweet and apologetic. When we arrived to pick up the remade order, the manager was angry with us as if we inconvenienced him!  He didn't apologize, he didn't even acknowledge the mistake.  I hope his behavior and demeanor doesn't reflect the energy of the whole restaurant.",-0.8958
"Every place is packed on a Saturday Night in ybor, the foot traffic is INSANE.  Everyone except Tequilas.....so we decide to wander in and see why.  And thats when you find out why.  $9 Margaritas, bad music choice, nothing that makes you go ""I LOVE THIS PLACE!""  Such a big location that has so much potential just going to waste.  It's not a bad spot, its just overpriced and nothing you should go out of your way for.  Also at $9, the margarita had more ice then anything.  3 sips and it was gone.",-0.8221
"Like most reviews of this place living in Ybor the boyfriend and I thought this would be a great addition to our neighborhood. Unfortunately it was a disaster. We sat down and could barely read the menu due to bad lighting and was sat at a table that was wobbly and lopsided.

No biggie, but when we began to order the food we were told they didn't make sweet tea today. No sweet tea in Florida??? Then when I ordered a burrito they came back and said the didn't make red rice today and if it was ok if they used white. I said ""ok."" Well, when food was brought to us my rice was undercooked. The burrito crunched. My partners taco salad had COLD meat in it.

The waitress was nice and its a shame this place will not last, but that's what happens when you charge waaaaaaay too much for poor quality food. Our check was 44.00 for two people that only drank soft drinks (3.50 each). Taco bell is food for a king compared to this dive. BEWARE!!",-0.9234
"Food sucked.  Service was terrible. Sent steak back too tuff to even cut. Hostess was rude waiter didn't know English. Come on guys",-0.8807
"This chipotle is okay... I ordered a double chicken to go  in both bowls. To my surprise when i got home the chicken was burnt! And the double chicken was nowhere double. I wont be coming back again, ill go to the other chipotle that i usually go even though its far",-0.2481
"Gross is an understatement. Don't waste your time or money....food was cold and not what we ordered and just overall lacked flavor",-0.1945
"Owners shut down business without notice to employees and still owing them payroll!
Looks like they are opening a Vallarta's down the street off of Kings and Lumsden.
Very shady people and horrible management.

Here are links to lawsuits against Juan Mata, Martin Mata Torres, and Pablo Cadena of Nice Blue, Inc for violating the Fair Labor Standards Act:
http://dockets.justia.com/docket/florida/flmdce/8:2014cv00414/294435
http://www.law360.com/cases/5305064f1ebcb5694700ac6e
http://www.lawsuitdata.com/lawsuit-data/natures-of-suit/labor-lawsuits/fair-labor-standards-act/florida-middle-district-court/0000561147/orozco-v-nice-blue-inc-et-al/lawsuit-summary/",-0.3164
"Our not so large  happy hour guacamole is $3.99 and oh yeah did we fail to mention if you want chips with that it's an extra $2.00.",-0.6374
"disgusting! gave me raw beans in my burrito bowl and was very cold although i got hot rice. the guac and queso were not the right consistency at all.",-0.5707
"Awful service. Avoid this place. My order was wrong after the server repeated the correct order back to me. The food took forever to arrive.",-0.8074
"I went there once before a few months ago and all was fine.  Not the best food in the world but good for the price.

I went in today and the service was terrible.  The waiter asked what I wanted to drink and I ordered an iced tea which I received promptly.  Then the trouble began, perhaps he got an attitude because I only ordered a non-alcoholic drink and thus he wouldn't be making a big tip off me.  A few minutes later he basically threw the menu at me.  He only took my order ten minutes later after I had to remind him I was there.  Then I got nothing even though I noticed people who came in after me were being served.  Several times he told me my order would be ready in a few minutes, but that never happened.  After a half-hour I walked out and went elsewhere to eat.",-0.3365
"Rating one star only because it's the minimum allowed.  The worst Mexican food that I have had in quite a long time.  Service was bad. Waiter seemed to get lost for long periods of time and would return and not have drink refills requested over 15 minutes prior.  Music obnoxiously loud.  Like discotheque loud.  Oh yeah the food... the Pollo Mole...chicken was as dry as sawdust.  Yuck.  Mole tasted like out of a supermarket jar.  Pulled pork street tacos... couldn't even eat them because the corn tortillas literally disintegrated.   Seriously, if you like Mexican food avoid this place.",-0.8126
"Worst Mexican meal ever! Either it was too bland or too salty. The chorizo is not even chorizo- it's mild Italian sausage and the margaritas are completely watered down. How do you mess up rice and beans? Well they did. They had no flavor at all.",-0.7901
"Short fat bald guy whose apparently a manager of sorts here caught an attitude with our table of 12 because one of us was using an e cig when the entire place is open to the outside. Instead of being subtle he came with nasty attitude and starting pointing at us to one of the other managers gesturing that if we did it again to kick us out. Which we had no intention to, we just didn't know. This place is overrated anyway, go to cheesecake better service! (UPDATE: I later found out that short fat guy is the owner, Mr. Rocco himself) even more reason he should've been more courteous towards his paying customers. Shame on you Rocco!",-0.4572
"Online order. Waited a few extra minutes no big deal. Both quesadillas had under cooked chicken...Unacceptable!",-0.3595
"Cold food, weak drinks, slow service, and strobing disco lights left a bad taste in my mouth.  I usually give every restaurant two tries before I decide if I like it or not.  This place won't even get a second visit.  Serious need to revamp.  The disco lights at 7pm were enough to give me a seizure.  Turn them off! It's a restaurant...not a nightclub!!!",-0.7482
"Utter disaster! Coke is 2.50 and they try to push the bottle coke on your first. I had 3 different dishes and they ALL sucked. The meat on the taco's was just cooked in a crock pot and had no flavor. All of my taco's came with a LEMON!  The pic on cldeals is a stock shot. Their tacos look nothing like that. Did I mention I got lemons with my tacos? Fish was drenched in vinegar some some insanely acidic stuff. The others were just watery and flavorless. I feel ripped off and I had a 50 percent off ticket. I say get the cldeal and go drink your ass off. Leave the food alone.",-0.9493
"Worst Vallartas ever. To start, I got the wrong beer, the food was horrible, everything from the tacos, the flautas, the carne asada, pretty much everything we order was bad. We were a large party and the service was horrible, from the moment we order the server kept asking what did you order every time he brought something to the table. We will not come back to this vallartas and do not recommend",-0.9314
"Absolutely rude! I don't know how these people stay in business with that kind of customer service.  3 of us went in on s Friday evening and sat down at the sushi bar.  They had two people working, and neither one of them greeted or even looked at us. After being there for 5 to 10 minutes, we left. While next door at one of the other restaurants in the plaza, another family was behind us in line, and said they were there for 10 to 15 minutes before leaving and the staff never even looked at them either.  Buy a clue!",-0.417
"All i can say is beware of being short change. We went in and completed order that equated $30.00 and was short changed by 5 bucks. When confronted the person behind the counter {think it was the owner) stated he smelled alcohol on our breaths and trying 3 justify his short changing. Will never go back.",-0.2023
"This is hands down my favorite chain restaurant, however, this location is the worst I've visited. The Orlando and Del Ray Rocco's restaurants are great! This one, not so much. I realize they just opened, but that does not excuse the staffs rude behavior. It's pretty upsetting when you are turned away on your birthday because they refuse to put your party of 10 on the wait list. It's even worse when you are made to feel small by management. Never again, Tampa location. Never again. Rocco, if you're reading this, I hope you consider visiting this one and staying a while until you can get your staff under control and teach them a thing or two about hospitality.",-0.321
"They always skim on the meat. There was only about 4 small cubes of meat and the entire thing is all veggies and random fillers. They should rename it to salad bar. The only reason this place have business is because there isn't any fast food joints on the block and people are pretty much forced to eat there. Not only their food burn when come out they also screw you before eating it.",-0.4767
"Worse experience ever, waited 30 min until finally decided to grab my own beer at the bar, I let 3 servers know I was sitting outside and no one cared to bring us Menus at the same time had to grab my own menus, I was pissed when a group of 4 sat down and they ordered and got their drinks before us . I was a server place wasn't even that busy and I would not recommend this place . Plus side there was love music which was nice but never coming back",-0.104
"If you want a bland, overcooked or a dish you had not ordered that you need to try this restaurant. I'm okay with tex-mex but this place doesn't deserve a place among said establishments. We were 5 people, and 3 of the orders came to the table completely wrong. What made matters worst was the manager's arrogant, poor attitude. Please do yourself and everyone a favor and avoid this place at all costs.",-0.9454
"Been here a couple times, have tried most all sushi,  the staff is rude they are slow it take forever to get your sushi.. my final visit I preorder 6 rolls they were not ready when I arived, I went to the drug store on the corned came back still not done, this is now 45 minutes they said 3 of were ready and to pay and wait,, Sorry, that's not how I roll.. I left.. there were 2 tables of people in there not busy, don't know what their issue is,, I WILL NOT RETURN.",-0.7858
"I have no idea who cooked this but zero flavor Everything was bland!! By far the worst chipotle I've ever had in my life!",-0.8452
"We've been coming here for years and the customer service received today was horrendous. We waited for 25 minutes for our food and when asked for a refund-the cashier refused and gave me an attitude. She kept saying ""ready any moment"". We walked out and there was no attempt to remedy the situation-completely unacceptable. The cost to remedy the situation would have been less than the lost business now. We will pass this along to our friends as well.",-0.6743
"The worst food in Ybor City...I've been traveling for a long time and the food here was by far the worst ever. I ordered the beef taquitos and they were super greasy and the beef was way too salty. My husband had the enchiladas with rice and beans. The rice was ice cold and didn't even bother with the beans after that. The enchiladas seem to have been from a previous day and out of a can. He also had an Azteca soup that looked absolutely gross. I use Yelp a lot, as it's helped me a great deal and I had to comment on this restaurant as I was shocked at how terrible the food was. I was very disappointed with this restaurant.",-0.8847
"I Just left this place disgusted!!! One of the Guys working here was scratching inside his underwear and digging his nose!!! When I confronted him about it he told me to mind my business!! Just Nasty!! The owner needs to install a camera in the kitchen so he or she can see the kind of filth that's going on in this business. I definitely won't be back!",-0.8057
"Really, the staff are good but the food is not even close, really.  It has NOTHING to do with Mexican food other then the look. Only refried beans!!!! Really???? No black beans in a Mexican (fast food) joint. STAY AWAY.... CRAP",-0.8583
"The only star is for atmosphere. Took 10 minutes to get a server and another 20 to get our drinks which were sent back because they were terrible. Been to other Rocco's and did not have the same experience. Tampa location has left a lot to be desired.",-0.25
"Don't waste your time going to this location. Worst everything every time. Yesterday finally had enough and walked out before they could take my order. I was in line waiting for 15 minutes only 1 person ahead of me and their priority was to get online orders ready first. The worst customer service!!!",-0.7387
"Never EVER going to this Chipolte again.  My son had a simple cheese quesadilla and shortly after began having ""the runs"" and this has continued into the night.  My husband got sick there once and has refused to go to any Chipolte again.....I should have followed his lead.",-0.6705
"Terrible service tonight. Staff not able to process orders. Food for two was shoved all in one basket. One of the fish tacos had no fish. 

Very disappointing.",-0.8313
"This place sucks!!we attended a 12 bars for Make a Wish at 845 on a Friday night and they had some kiddie birthday going in. The bar and waiters were beyond rude. They lost a lot of business tonight. Won't recommend this place next year.",-0.6479
"I have never written any reviews but I'm really upset I don't understand why people have to be so horrible. I will never go here again. Went yesterday to pick up some lunch and bill came out to 14.21 checked my account today and they took out 18.21 . cashier forced a $4 tip on receipt I understand I left the box empty which I always do and never had a problem but she had no right to add it when on she did was take my order . DONT go here if you want them to steal your money.",-0.9684
"Employee accidentally threw the marker into the queso.  The Manager dug it at of the queso but didn't replacement the cheese.  Kept serving the queso after digging out the marker.  Contaminated!",-0.2481
"I am hesitant to even give this restaurant 1 star. But that star is for my waitress, who was a doll. I feel bad she has to work here. The music is 18 year old club loud. You can't hear your waitress, the people at your table, or yourself thinking. It is hot. Inside. The air conditioner may have been broken? But it has just opened and there was no hurricane, so that probably isn't it. I will go home and need a shower. I special ordered a margarita, and that was the only thing worth my money. The margaritas on the menu all have orange liqueur and their mix includes orange juice, which is not how you make a margarita. You just special order just lime juice and agave.
The food: disgusting? Worse. My fish taco had grey cold fish and then when I sent that back, I got a quesadilla (chicken) that didn't have cheese. In the meantime, after the grey fish went back, I ordered a glass of wine that had caked on food when it came. I will never be back. And I wish I went to brio, right next door.",-0.8661
"Oh, Roccos... The Sangria tasted like sprite, the margaritas were subpar and overpriced. The pineapple marg had something gritty in it, and when we asked the server said ""I'm sure it's fine."" The food was sloppy and lackluster.. If I'm going to wait over an hour for my food, it should at least come out accurate and hot, but it didn't. The service was horrendous. I came in for a shot of straight tequila and somehow the awful service ruined that as well. I'll give them the opportunity to make up for it in the future, as they are still new and working through the kinks.. but for now, we will be spending our money at Besito's or Miguel's or Loli's.",-0.6428
"Ordered the California burrito combo and two churros for delivery by DoorDash. DoorDash part was excellent. Sadly, not the same for the restaurant. The California burrito is supposed to have french fries -- none were in the order. The combo included a taco -- I order a portobello mushroom one -- it didn't come with the order. I ordered the burrito as hot/spicy with their special chili de arbol -- is was so bland as to be disgusting. Overall, this restaurant sucks and I would NOT order from them.",-0.3182
"Let's start with the fact that I am a fan of Tijuana Flats.  Their food is tasty and reasonably priced.  Have been to many locations in Florida.  My problem is with this location.  Unfortunately, I love really close to this location, it is by far my easiest spot to get tasty Tex-Mex.  However, the service here is reliably terrible.  There is zero point in pre-ordering, either by phone or online.  An elderly couple seated at the restaurant had to leave due to the diabetic gentleman not even receiving his drink order.  This was not a one time incident, it is a consistent problem.  If you have to go there, don't go hungry, and bring a book...",-0.2023
